House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
97,Watts Road,Ryan,Hamilton,83,Husband,Married,Male,Retired Gaffer,None,Christian
97,Watts Road,Martin,Hamilton,43,Son,Single,Male,Financial risk analyst,None,None
97,Watts Road,Chloe,Hamilton,36,Daughter,Single,Female,TEFL teacher,None,Christian
97,Watts Road,Victoria,Hamilton,32,Daughter,Single,Female,Further education lecturer,None,Christian
97,Watts Road,Judith,Hamilton,32,Daughter,Divorced,Female,Radio broadcast assistant,None,None
97,Watts Road,Keith,Hamilton,25,Son,Single,Male,Clinical research associate,None,Christian
97,Watts Road,Christopher,Hamilton,23,Son,Single,Male,Contractor,None,Christian
97,Watts Road,Gareth,Hamilton,21,Son,Single,Male,University Student,None,None
97,Watts Road,Patricia,Hamilton,19,Daughter,Single,Female,University Student,None,Christian
97,Watts Road,Dominic,Hamilton,16,Son,NA,Male,Student,None,NA
97,Watts Road,Trevor,Hamilton,13,Son,NA,Male,Student,None,NA
97,Watts Road,Olivia,Hamilton,11,Daughter,NA,Female,Student,None,NA
97,Watts Road,Damien,Hamilton,10,Son,NA,Male,Student,None,NA
97,Watts Road,Heather,Nicholson,6,Daughter,NA,Female,Student,None,NA
97,Watts Road,Damien,Nicholson,3,Son,NA,Male,Child,None,NA
97,Watts Road,Nicole,Nicholson,3,Daughter,NA,Female,Child,None,NA
97,Watts Road,Bethany,Nicholson,3,Daughter,NA,Female,Child,None,NA
97,Watts Road,Wendy,Moore,28,Lodger,Single,Female,Politician's assistant,None,None
97,Watts Road,Jacob,Chadwick,44,Lodger,Divorced,Male,"Accountant, chartered public finance",None,Catholic
97,Watts Road,Kevin,Carter,34,Lodger,Single,Male,"Investment banker, corporate",None,None
97,Watts Road,Alan,Williams,54,Sibling,Single,Male,"Therapist, art",None,Christian
98,Watts Road,Anna,O'Connor,35,Head,Divorced,Female,Recruitment consultant,None,Methodist
98,Watts Road,Gareth,O'Connor,7,Son,NA,Male,Student,None,NA
98,Watts Road,Russell,O'Connor,3,Son,NA,Male,Child,None,NA
98,Watts Road,Anne,Clark,31,Lodger,Single,Female,"Engineer, land",None,None
98,Watts Road,Arthur,Mitchell,63,Lodger,Single,Male,Equities trader,None,None
99,Watts Road,Martyn,Ward,32,Head,Single,Male,PhD Student,None,None
99,Watts Road,Ann,Collins,22,None,Single,Female,University Student,None,Methodist
99,Watts Road,Katie,Jones,21,None,Single,Female,University Student,None,None
99,Watts Road,Jemma,Davis,21,None,Single,Female,University Student,None,Methodist
99,Watts Road,Frank,Willis,20,None,Single,Male,University Student,None,None
100,Watts Road,Donna,Smith,39,Head,Married,Female,"Therapist, horticultural",None,None
100,Watts Road,Denis,Smith,44,Husband,Married,Male,Unemployed,None,None
100,Watts Road,Mathew,Smith,12,Son,NA,Male,Student,None,NA
100,Watts Road,Cheryl,Smith,6,Daughter,NA,Female,Student,None,NA
100,Watts Road,Sally,Smith,3,Daughter,NA,Female,Child,None,NA
101,Watts Road,Bethany,Hanson,43,Head,Married,Female,"Presenter, broadcasting",None,Christian
101,Watts Road,Julian,Hanson,39,Husband,Married,Male,Pensions consultant,None,None
101,Watts Road,Justin,Hanson,23,Son,Single,Male,Research scientist (life sciences),None,None
101,Watts Road,Katie,Hanson,19,Daughter,Single,Female,"Engineer, civil (consulting)",None,Christian
101,Watts Road,Oliver,Hanson,19,Son,Divorced,Male,Homeopath,None,None
101,Watts Road,Jean,Hanson,9,Daughter,NA,Female,Student,None,NA
102,Watts Road,Brenda,Palmer,55,Head,Married,Female,Chartered legal executive (England and Wales),None,Christian
102,Watts Road,Barry,Palmer,58,Husband,Married,Male,Forest/woodland manager,None,Christian
102,Watts Road,Kevin,Williams-Palmer,24,Son,Single,Male,Bookseller,None,Christian
102,Watts Road,Clare,Williams-Palmer,16,Daughter,NA,Female,Student,None,NA
102,Watts Road,Valerie,Williams-Palmer,15,Daughter,NA,Female,Student,None,NA
103,Watts Road,Christine,Dean,47,Head,Married,Female,"Scientist, research (physical sciences)",None,None
103,Watts Road,Gary,Dean,52,Husband,Married,Male,Hospital doctor,None,None
103,Watts Road,Bryan,Dean,13,Son,NA,Male,Student,None,NA
103,Watts Road,Dennis,Dean,10,Son,NA,Male,Student,None,NA
103,Watts Road,Helen,Dean,7,Daughter,NA,Female,Student,None,NA
103,Watts Road,Kim,Dean,3,Daughter,NA,Female,Child,None,NA
103,Watts Road,Katherine,Dean,1,Daughter,NA,Female,Child,None,NA
103,Watts Road,Vincent,Brown,18,Lodger,Single,Male,Student,None,NA
104,Watts Road,Carolyn,Brown-Webb,45,Head,Single,Female,Pensions consultant,None,None
104,Watts Road,Adrian,Green,47,Partner,Single,Male,Artist,None,None
104,Watts Road,Joanne,Brown-Webb,12,Daughter,NA,Female,Student,None,NA
104,Watts Road,Leonard,Brown-Webb,8,Son,NA,Male,Student,None,NA
104,Watts Road,Diana,Brown-Webb,6,Daughter,NA,Female,Student,None,NA
105,Watts Road,Janice,O'Brien,41,Head,Married,Female,Learning mentor,None,None
105,Watts Road,Danny,O'Brien,45,Husband,Married,Male,Camera operator,None,None
105,Watts Road,Megan,O'Brien,22,Daughter,Single,Female,University Student,None,None
106,Watts Road,Diana,Young,71,Head,Married,Female,Retired Museum/gallery conservator,None,None
106,Watts Road,Douglas,Young,76,Husband,Married,Male,"Retired Librarian, public",None,None
106,Watts Road,Joanne,Young,39,Daughter,Single,Female,Educational psychologist,None,None
106,Watts Road,Lindsey,Young,35,Daughter,Single,Female,Archaeologist,None,None
106,Watts Road,Stanley,Young,33,Son,Divorced,Male,Social worker,None,None
106,Watts Road,Judith,Young,25,Daughter,Single,Female,Writer,None,None
106,Watts Road,Norman,Young,22,Son,Divorced,Male,University Student,None,None
106,Watts Road,Toby,Young,16,Son,NA,Male,Student,None,NA
106,Watts Road,Clare,Young,13,Daughter,NA,Female,Student,None,NA
107,Watts Road,Joan,Hayes,58,Head,Married,Female,"Engineer, site", ,Christian
107,Watts Road,Glenn,Hayes,62,Husband,Married,Male,Bookseller,None,None
107,Watts Road,Alison,Hayes,25,Daughter,Single,Female,"Administrator, Civil Service",None,Christian
107,Watts Road,Denise,Hayes,22,Daughter,Single,Female,University Student,None,None
107,Watts Road,Andrew,Hayes,1,Son,NA,Male,Child,None,NA
108,Watts Road,Sara,Kelly,47,Head,Single,Female,Operational researcher,None,None
108,Watts Road,Rachael,Kelly,7,Daughter,NA,Female,Student,None,NA
108,Watts Road,Ryan,Kelly,3,Son,NA,Male,Child,None,NA
108,Watts Road,Gerald,Kelly,3,Son,NA,Male,Child,None,NA
108,Watts Road,Rosemary,Kelly,1,Daughter,NA,Female,Child,None,NA
108,Watts Road,Timothy,Walker,36,Lodger,Single,Male,Copy,None,Christian
108,Watts Road,Jean,Gibson,28,Lodger,Single,Female,Unemployed,None,None
108,Watts Road,Abbie,Bennett,24,Lodger,Single,Female,Unemployed,None,Methodist
108,Watts Road,Stephen,Palmer,37,Lodger,Single,Male,Museum/gallery conservator,None,None
109,Watts Road,Melissa,Smith,28,Head,Married,Female,Lobbyist,None,None
109,Watts Road,Howard,Smith,26,Husband,Married,Male,Television production assistant,None,None
109,Watts Road,Charlene,Smith,0,Daughter,NA,Female,Child,None,NA
109,Watts Road,Connor,Smith,0,Son,NA,Male,Child,None,NA
110,Watts Road,Suzanne,Carter,64,Head,Married,Female,Illustrator,None,Christian
110,Watts Road,Elliot,Carter,65,Husband,Married,Male,Soil scientist,None,Christian
110,Watts Road,Melissa,Carter,24,Daughter,Divorced,Female,"Production assistant, television",None,Christian
110,Watts Road,Julie,Carter,23,Daughter,Single,Female,Sub,None,None
110,Watts Road,Thomas,Carter,19,Son,Divorced,Male,University Student,None,Christian
111,Watts Road,Lesley,Hope,40,Head,Married,Female,Trade union research officer,None,Methodist
111,Watts Road,Patrick,Hope,42,Husband,Married,Male,IT sales professional,None,Methodist
111,Watts Road,Sharon,Hope,12,Daughter,NA,Female,Student,None,NA
111,Watts Road,Richard,Hope,9,Son,NA,Male,Student,None,NA
111,Watts Road,Janice,Hope,7,Daughter,NA,Female,Student,None,NA
111,Watts Road,Bethan,Hope,3,Daughter,NA,Female,Child,None,NA
111,Watts Road,Gordon,Hope,2,Son,NA,Male,Child,None,NA
111,Watts Road,Norman,Holmes,29,Lodger,Single,Male,Private music teacher,None,None
111,Watts Road,Kyle,Wood,64,Cousin,Single,Male,Immunologist,None,Christian
112,Watts Road,Shannon,Oliver,60,Head,Married,Female,"Sales professional, IT",None,Christian
112,Watts Road,Philip,Oliver,63,Husband,Married,Male,Product/process development scientist,None,None
112,Watts Road,Terry,Oliver,24,Son,Single,Male,Research scientist (maths),None,Christian
113,Watts Road,Sylvia,Butcher,32,Head,Married,Female,Unemployed,None,Christian
113,Watts Road,Julian,Butcher,34,Husband,Married,Male,"Therapist, music",None,Christian
114,Watts Road,Catherine,Riley,76,Head,Married,Female,Retired Magazine features editor,None,Catholic
114,Watts Road,Garry,Riley,78,Husband,Married,Male,Retired Primary school teacher,None,Catholic
114,Watts Road,June,Riley,51,Adopted Daughter,Single,Female,Marketing executive,None,None
114,Watts Road,Lesley,Riley,45,Daughter,Divorced,Female,Unemployed,None,None
114,Watts Road,Shannon,Riley,44,Daughter,Divorced,Female,Media planner,None,None
115,Watts Road,Geraldine,Hancock,73,Head,Married,Female,"Retired Therapist, sports",None,None
115,Watts Road,David,Hancock,76,Husband,Married,Male,Retired Media planner,None,None
115,Watts Road,Marilyn,Hancock,24,Granddaughter,Single,Female,"Teacher, special educational needs",None,None
115,Watts Road,Elliot,Hancock,20,Grandson,Single,Male,University Student,None,None
115,Watts Road,Alex,Pritchard,18,Grandson,Single,Male,Student,None,None
116,Watts Road,Charlene,Smith,70,Head,Married,Female,Retired Secondary school teacher,None,None
116,Watts Road,Ian,Smith,69,Husband,Married,Male,Retired Clinical molecular geneticist,None,None
116,Watts Road,Marian,Smith,11,Granddaughter,NA,Female,Student,None,NA
116,Watts Road,Samuel,Smith,9,Grandson,NA,Male,Student,None,NA
116,Watts Road,Keith,Smith,5,Grandson,NA,Male,Student,None,NA
116,Watts Road,Wayne,Ross,29,Lodger,Single,Male,Field seismologist,None,Catholic
117,Watts Road,Victoria,Metcalfe,19,Head,Single,Female,University Student,None,None
117,Watts Road,Timothy,Edwards,27,None,Single,Male,PhD Student,None,None
117,Watts Road,Timothy,Graham,22,None,Single,Male,University Student,None,Christian
117,Watts Road,Ashley,Lewis,21,None,Single,Male,University Student,None,None
117,Watts Road,Jane,Mason,22,None,Single,Female,University Student,None,Catholic
117,Watts Road,Julian,Jones,21,None,Single,Male,University Student,None,None
117,Watts Road,Lydia,White,21,None,Single,Female,University Student,None,Methodist
117,Watts Road,Stephanie,Robinson,22,None,Single,Female,University Student,None,Christian
117,Watts Road,Kirsty,Cross,25,None,Single,Female,PhD Student,None,Christian
117,Watts Road,Stephen,Mitchell,20,None,Single,Male,University Student,None,Catholic
117,Watts Road,Kim,Atkins,19,None,Single,Female,University Student,None,Christian
117,Watts Road,Alan,Sinclair,30,None,Single,Male,PhD Student,None,None
118,Watts Road,Linda,Day,43,Head,Married,Female,Paramedic,None,None
118,Watts Road,Antony,Day,44,Husband,Married,Male,"Administrator, Civil Service",None,None
118,Watts Road,Amber,Day,18,Daughter,Single,Female,Student,None,None
118,Watts Road,Thomas,Day,16,Son,NA,Male,Student,None,NA
118,Watts Road,Andrew,Day,13,Son,NA,Male,Student,None,NA
119,Watts Road,Nicole,Patel,67,Head,Married,Female,Garment/textile technologist,None,Methodist
119,Watts Road,Charles,Patel,68,Husband,Married,Male,"Retired Pharmacist, hospital",None,Methodist
119,Watts Road,Mary,Patel,35,Daughter,Single,Female,"Psychologist, clinical",None,Methodist
119,Watts Road,Elaine,Patel,31,Daughter,Single,Female,"Surveyor, rural practice",None,Methodist
119,Watts Road,Arthur,Patel,27,Son,Widowed,Male,"Engineer, energy",None,None
119,Watts Road,Natasha,Patel,23,Daughter,Single,Female,"Radiographer, therapeutic",None,None
119,Watts Road,Robert,Patel,19,Son,Single,Male,University Student,None,None
119,Watts Road,Joan,Patel,15,Daughter,NA,Female,Student,None,NA
120,Watts Road,Rosemary,White,50,Head,Single,Female,Tree surgeon,None,Christian
120,Watts Road,Garry,Richards,52,Partner,Single,Male,"Therapist, art",None,Christian
120,Watts Road,Stephanie,White,30,Daughter,Single,Female,Occupational psychologist,None,Christian
120,Watts Road,Rachel,White,26,Daughter,Single,Female,Systems developer,None,None
120,Watts Road,Peter,White,22,Son,Single,Male,University Student,None,Christian
120,Watts Road,Josephine,White,18,Daughter,Single,Female,Student,None,Christian
120,Watts Road,Mohammad,White,12,Son,NA,Male,Student,None,NA
121,Watts Road,Alison,Allen,53,Head,Married,Female,"Secretary, company",None,Catholic
121,Watts Road,George,Allen,56,Husband,Married,Male,"Runner, broadcasting/film/video",None,None
121,Watts Road,Jane,Allen,9,Daughter,NA,Female,Student,None,NA
121,Watts Road,Jean,Allen,5,Daughter,NA,Female,Student,None,NA
121,Watts Road,Cameron,Allen,1,Adopted Son,NA,Male,Child,None,NA
121,Watts Road,Gareth,Kaur,23,Cousin,Single,Male,"Teacher, English as a foreign language",None,Methodist
121,Watts Road,Ashley,Carr,47,Lodger,Single,Male,"Accountant, chartered",None,None
121,Watts Road,Sophie,Cooper,44,Lodger,Single,Female,Public relations officer,None,None
121,Watts Road,Abbie,Ashton,39,Lodger,Single,Female,Restaurant manager,None,None
122,Watts Road,Leanne,Webb,79,Head,Married,Female,"Retired Education officer, museum",None,Methodist
122,Watts Road,Jamie,Webb,81,Husband,Married,Male,"Retired Engineer, biomedical",None,None
123,Watts Road,Bethany,Roberts,53,Head,Single,Female,Health physicist,None,Christian
123,Watts Road,Martin,Roberts,71,Cousin,Single,Male,"Retired Investment banker, operational",None,Christian
123,Watts Road,Darren,Roberts,69,Cousin,Single,Male,Retired Local government officer,None,Christian
123,Watts Road,Diana,Roberts,60,Cousin,Single,Female,Restaurant manager,None,Christian
123,Watts Road,Bryan,Roberts,68,Cousin,Widowed,Male,Retired Television/film/video producer,None,Christian
124,Watts Road,Norman,Donnelly,58,Head,Divorced,Male,Medical laboratory scientific officer,None,None
125,Watts Road,Teresa,Marshall,26,Head,Single,Female,"Scientist, water quality",None,None
125,Watts Road,Cameron,Austin,28,None,Single,Male,Dance movement psychotherapist,None,None
125,Watts Road,Grace,Hanson,37,None,Single,Female,Chartered management accountant,None,Catholic
125,Watts Road,Kathryn,Booth,52,None,Single,Female,"Sales professional, IT",None,None
125,Watts Road,Harry,King,18,None,Single,Male,Student,None,NA
126,Watts Road,Holly,Bradshaw,43,Head,Single,Female,Cytogeneticist,None,Catholic
126,Watts Road,Connor,Miller,43,Partner,Single,Male,Games developer,None,Catholic
126,Watts Road,Hayley,Bradshaw,26,Daughter,Single,Female,Medical technical officer,None,Catholic
126,Watts Road,James,Bradshaw,25,Son,Divorced,Male,"Surveyor, minerals",None,Catholic
126,Watts Road,Holly,Bradshaw,23,Daughter,Single,Female,Theatre stage manager,None,Catholic
126,Watts Road,Tracey,Bradshaw,20,Daughter,Single,Female,University Student,None,Catholic
126,Watts Road,Ellie,Bradshaw,19,Daughter,Single,Female,University Student,None,Catholic
126,Watts Road,Kenneth,Bradshaw,15,Son,NA,Male,Student,None,NA
126,Watts Road,Conor,Bradshaw,12,Son,NA,Male,Student,None,NA
126,Watts Road,Damien,Benson,9,Son,NA,Male,Student,None,NA
126,Watts Road,Clare,Benson,8,Daughter,NA,Female,Student,None,NA
127,Watts Road,Beverley,Barnes,70,Head,Divorced,Female,Unemployed,None,Christian
127,Watts Road,Billy,Barnes,34,Son,Single,Male,Systems developer,None,None
127,Watts Road,Jonathan,Barnes,31,Son,Single,Male,Magazine journalist,None,Christian
127,Watts Road,Brett,Barnes,22,Son,Single,Male,University Student,None,None
127,Watts Road,Sharon,Barnes,20,Daughter,Divorced,Female,University Student,None,Christian
128,Watts Road,Megan,Roberts,47,Head,Married,Female,Microbiologist,None,Christian
128,Watts Road,Arthur,Roberts,53,Husband,Married,Male,Social worker,None,Christian
128,Watts Road,Leah,Roberts,26,Daughter,Single,Female,Cartographer,None,Christian
128,Watts Road,Jacob,Roberts,26,Son,Single,Male,"Psychologist, occupational",None,None
128,Watts Road,Fiona,Roberts,22,Daughter,Divorced,Female,University Student,None,Christian
128,Watts Road,Malcolm,Roberts,18,Son,Divorced,Male,Student,None,Christian
128,Watts Road,Rita,Roberts,16,Daughter,NA,Female,Student,None,NA
128,Watts Road,Albert,Roberts,16,Son,NA,Male,Student,None,NA
128,Watts Road,Kenneth,Roberts,12,Son,NA,Male,Student,None,NA
129,Watts Road,June,Lewis,46,Head,Married,Female,"Producer, television/film/video",None,Catholic
129,Watts Road,Kenneth,Lewis,47,Husband,Married,Male,Landscape architect,None,Catholic
129,Watts Road,Simon,Lewis,9,Son,NA,Male,Student,None,NA
129,Watts Road,Harry,Lewis,9,Son,NA,Male,Student,None,NA
129,Watts Road,Joanna,Lewis,6,Daughter,NA,Female,Student,None,NA
130,Watts Road,Dawn,McCarthy,39,Head,Widowed,Female,Art therapist,None,None
130,Watts Road,Elizabeth,McCarthy,16,Daughter,NA,Female,Student,None,NA
130,Watts Road,Stephanie,McCarthy,14,Daughter,NA,Female,Student,None,NA
130,Watts Road,Claire,McCarthy,11,Daughter,NA,Female,Student,None,NA
131,Watts Road,Hayley,Nolan,73,Head,Single,Female,Retired Multimedia programmer,None,None
131,Watts Road,Antony,Edwards,72,Partner,Single,Male,"Retired Psychologist, educational",None,None
131,Watts Road,Leon,Nolan,44,Son,Single,Male,Aid worker,None,None
131,Watts Road,Garry,Nolan,41,Son,Widowed,Male,Cytogeneticist,None,None
131,Watts Road,Neil,Nolan,38,Son,Single,Male,Farm manager,None,None
131,Watts Road,Joel,Nolan,34,Son,Single,Male,"Social research officer, government",None,None
131,Watts Road,Sally,Nolan,33,Daughter,Single,Female,Artist,None,None
131,Watts Road,Gareth,Nolan,29,Son,Divorced,Male,"Accountant, chartered certified",None,None
131,Watts Road,James,Nolan,28,Son,Single,Male,Unemployed,None,None
131,Watts Road,Holly,Nolan,27,Daughter,Single,Female,"Psychologist, occupational",None,None
131,Watts Road,Francesca,Nolan,16,Daughter,NA,Female,Student,None,NA
132,Watts Road,Pamela,Wilson,40,Head,Divorced,Female,Health and safety inspector,None,None
132,Watts Road,Benjamin,Wilson,9,Son,NA,Male,Student,None,NA
133,Watts Road,Charlie,Moore,45,Head,Divorced,Male,"Psychologist, educational",None,Christian
133,Watts Road,Natalie,Moore,8,Daughter,NA,Female,Student,None,NA
133,Watts Road,Melissa,Moore,7,Adopted Daughter,NA,Female,Student,None,NA
133,Watts Road,Iain,Moore,4,Son,NA,Male,Child,None,NA
133,Watts Road,Nicholas,Moore,0,Son,NA,Male,Child,None,NA
134,Watts Road,Sophie,Mahmood,48,Head,Divorced,Female,"Engineer, materials",None,None
134,Watts Road,Timothy,Mahmood,15,Son,NA,Male,Student,None,NA
134,Watts Road,John,Mahmood,12,Son,NA,Male,Student,None,NA
134,Watts Road,Frederick,Mahmood,10,Son,NA,Male,Student,None,NA
134,Watts Road,Kim,Mahmood,7,Daughter,NA,Female,Student,None,NA
135,Watts Road,Diane,Parsons,31,Head,Single,Female,Quantity surveyor,None,Sikh
136,Watts Road,Josh,Whitehead,52,Head,Divorced,Male,Insurance claims handler,None,Catholic
137,Watts Road,Gail,Patel,35,Head,Married,Female,Unemployed,None,None
137,Watts Road,Jeffrey,Patel,38,Husband,Married,Male,Unemployed,None,None
137,Watts Road,Marion,Patel,11,Daughter,NA,Female,Student,None,NA
137,Watts Road,Callum,Patel,6,Son,NA,Male,Student,None,NA
137,Watts Road,Zoe,Patel,3,Daughter,NA,Female,Child,None,NA
138,Watts Road,Grace,Lee,83,Head,Married,Female,"Retired Psychologist, prison and probation services",None,Methodist
